id,username,created_at,lng,lat,text
1517702589470625799,K_I_M_____4eva,Sat Apr 23 03:11:09 +0000 2022,-74.11787849999999,40.9057975,It’s just something about fresh fried chicken cooked in fresh grease that make me always want some😂😂
1517702589365764096,CynthiaWalsom,Sat Apr 23 03:11:09 +0000 2022,-92.0611765,30.206079000000003,@KevinSixx13 @WHO @ReutersFacts @ReutersUS @dmca1dkr8r @usafhc @mcposf @chiefstonefox @SavetheChildren @UNDRIP21… https://t.co/KwB6xlbtOM
1517702590468747264,T0TALC0NFUSI0N,Sat Apr 23 03:11:09 +0000 2022,-118.4119065,34.0207895,Chase Shakur’s music speaks to the soul.
1517702592159272960,AllegedlyJoshie,Sat Apr 23 03:11:10 +0000 2022,-84.433106,33.7671945,Pure. Unadulterated. Joy.
1517702595233689600,matthewlaing,Sat Apr 23 03:11:10 +0000 2022,-79.2725695,43.629311,@Jerry_DurhamPT We’re gonna get GOOD baseball this time around. I promise the stadium will have more atmosphere thi… https://t.co/vqmhHsnMkE
1517702597242667012,PGDHanson,Sat Apr 23 03:11:11 +0000 2022,-98.319925,38.498196,"Well, attacked with a 16 attack valet for lethal....that makes me 🥲"
1517702598119215104,NateC206,Sat Apr 23 03:11:11 +0000 2022,-122.2800145,47.469552,Going to need Winker to relax a little and just start having some fun. He’s struggling big time
1517702598735847434,faitheescamilla,Sat Apr 23 03:11:11 +0000 2022,-97.86188250000001,27.500592500000003,@MariexLifts when maisie gives me a raise
1517702598316408840,_katadams,Sat Apr 23 03:11:11 +0000 2022,-95.44648649999999,29.838495,I how many days until Astros dog day? 🧡💙 https://t.co/Ss8f9ePZTT
1517702598698188800,MichaelDeitch33,Sat Apr 23 03:11:11 +0000 2022,-81.5167515,41.0808775,.@PavinSmith there was 1 out bro https://t.co/w760nrEkG7
1517702600707260417,_lovedrea,Sat Apr 23 03:11:12 +0000 2022,-87.732013,41.8335845,Idk if this rosé vodka lemonade was a good idea 😅
1517702602988863488,ksee17_,Sat Apr 23 03:11:12 +0000 2022,-76.913544,38.6346285,getting off at this time like my next shift isn’t at 5 am &gt;&gt; 🥰
